participant_id,agreeable,allowance_level,extraversion,group_experiment,honesty_humility,neuroticism,openness,religious_affiliation,religious_service,study_program,twt_sospeso,z_agreeable,z_honesty_humility,z_neuroticism,z_extraversion,z_openness,z_twt_sospeso,religiousservice_01,religious_composite_raw,z_religious_composite,weighted_prosocial,z_weighted_prosocial,anchored_prosocial_behavior,weighted_disclosure_noincome,weighted_disclosure_categorical,z_weighted_categorical,z_anchored_prosocial_behavior,income_high_cat,beta0,fs_deterministic_categorical,disclose_categorical
1047,3.8,1,4.9000001,MidSub,3.5625,2,4.5,0,0,BIEF,0,.68027884,.30485675,-1.0265762,1.9202095,.86673623,-.33912086,0,0,-.72298509,-.0094419466,-.1096833,-.16704269,.0041332021,.013042602,.37738144,-.20955075,0,.1,.28869072,1
1027,3.9666667,1,3.5999999,MidSub,3.1875,2.5999999,4.4000001,0,0,BIEM,0,1.1267819,-.36638746,-.1493393,.060293835,.66943061,-.33912086,0,0,-.72298509,-.02192279,-.25466821,-.27578136,-.013013648,-.0041042478,-.11875221,-.34596062,0,.1,.040623896,1
719,4.0999999,1,3.9000001,MidSub,3.625,2.5999999,4.6999998,0,0,PPA,0,1.4839839,.41673076,-.1493393,.48950535,1.2613475,-.33912086,0,0,-.72298509,.019498307,.22650397,.08509776,.013022981,.02193238,.63460177,.10675295,0,.1,.41730088,1
723,3.7833333,1,3.7,MidSub,4.125,2.0999999,3.7,0,4,DES-ESS,10,.63562864,1.311723,-.88037014,.20336446,-.71171016,.67102641,1,.5,1.1867869,.12246631,1.4226418,1.2347379,.024836782,.033746183,.97642696,1.5489469,0,.1,.5882135,1
918,3.7166667,1,3.3,MidSub,4.3125,3.3,3.9000001,0,2,BEMACS,0,.45702764,1.6473451,.87410396,-.36891735,-.31709847,-.33912086,.5,.25,.23190089,.070001841,.81318319,.52510715,.061372116,.070281513,2.0335546,.65873343,0,.1,1.1167773,1
848,3.1166666,1,4,NoSub,2.6875,2.8,3.5999999,0,0,AFC,0,-1.1503831,-1.2613797,.14307311,.63257563,-.90901625,-.33912086,0,0,-.72298509,-.12861285,-1.4940436,-1.205313,-.030516393,-.021606995,-.62518352,-1.5120341,0,.1,-.21259177,0
739,3.8499999,1,3.5,MidSub,3.875,3.8,3.7,0,0,MM,13,.81422961,.86422688,1.6051348,-.08277645,-.71171016,.97407055,0,0,-.72298509,-.015831521,-.1839084,.10558634,.052863993,.06177339,1.7873771,.13245535,0,.1,.99368858,1
900,3.1833334,1,3.9000001,NoSub,3.375,2.7,4.5,0,0,CLEAM,0,-.97178149,-.030765358,-.0031329209,.48950535,.86673623,-.33912086,0,0,-.72298509,-.05863836,-.68117821,-.59566391,.0023403482,.011249748,.32550633,-.74724501,0,.1,.26275316,1
720,3.95,1,2.5,NoSub,3.9375,2.7,4.3000002,0,0,DES-ESS,0,1.0821317,.97610092,-.0031329209,-1.5134807,.47212499,-.33912086,0,0,-.72298509,.013420879,.15590493,.032148484,.018572601,.027482001,.79517668,.040329449,0,.1,.49758834,1
747,3.9000001,1,3.7,NoSub,3.75,3,4.4000001,0,0,CYBER,0,.94818097,.64047885,.43548551,.20336446,.66943061,-.33912086,0,0,-.72298509,.0035818806,.041609257,-.053573273,.02786335,.03677275,1.0639988,-.067206293,0,.1,.63199943,1
1040,3.8666666,1,3,MidSub,3.25,2.8,4.6999998,0,1,CLEAM,5,.85887986,-.25451341,.14307311,-.79812855,1.2613475,.16595277,.25,.125,-.24554211,.017132163,.19901744,.19075127,-.010421616,-.0015122164,-.043753359,.23929256,0,.1,.078123324,1
882,3.8499999,1,1.6,NoSub,3.5,4.4000001,3.7,0,0,BIEF,0,.81422961,.1929827,2.482372,-2.8011143,-.71171016,-.33912086,0,0,-.72298509,-.035665579,-.41431266,-.39551473,.029923365,.038832765,1.1236042,-.49616304,0,.1,.66180211,1
786,2.8333333,1,3.8,NoSub,2.6875,1.8,3.5,0,0,M,0,-1.9094379,-1.2613797,-1.3189886,.34643474,-1.1063219,-.33912086,0,0,-.72298509,-.14992298,-1.7415949,-1.3909764,-.057848345,-.048938945,-1.4160169,-1.7449441,0,.1,-.60800844,0
1007,3.6500001,1,3.5,NoSub,3.6875,3,3.5999999,0,0,IM,1,.27842668,.52860481,.43548551,-.08277645,-.90901625,-.23810615,0,0,-.72298509,-.041750651,-.48500049,-.4232769,.022626411,.031535812,.91247123,-.53099,0,.1,.55623561,1
964,3.4166667,1,3.9000001,MidSub,3.5625,3,4.3000002,0,0,CLEACC,0,-.34667739,.30485675,.43548551,.48950535,.47212499,-.33912086,0,0,-.72298509,-.040384542,-.46913096,-.43662843,.019877583,.028786983,.83293557,-.54773915,0,.1,.51646781,1
738,3.8833334,1,3.4000001,MidSub,3.8125,3.5999999,4.1999998,0,0,PPA,6,.90353072,.75235283,1.3127224,-.22584672,.27481842,.26696751,0,0,-.72298509,-.00069975085,-.0081287296,.060645331,.043512546,.052421946,1.5167989,.076078013,0,.1,.85839945,1
961,3.5833333,1,4.1999998,MidSub,3.625,2.0999999,4.3000002,0,2,CLEF,0,.099825047,.41673076,-.88037014,.91871619,.47212499,-.33912086,.5,.25,.23190089,.038197946,.44373015,.2480174,.0032195253,.012128925,.35094476,.31113145,0,.1,.27547237,1
718,3.4333334,1,4.6999998,HighSub,4.125,1.8,4.9000001,0,0,PPA,0,-.30202717,1.311723,-1.3189886,1.6340683,1.6559597,-.33912086,0,0,-.72298509,.01000522,.1162266,.0023897327,.026872883,.035782285,1.0353403,.0029978608,0,.1,.61767018,1
942,3.1333334,1,3.5,HighSub,3,1.9,4,0,0,CLEF,0,-1.1057322,-.70200956,-1.1727824,-.08277645,-.11979283,-.33912086,0,0,-.72298509,-.097971462,-1.138095,-.93835151,-.04167679,-.032767389,-.94810277,-1.1771379,0,.1,-.37405139,0
915,3.8,1,4.4000001,HighSub,3.8125,2.2,4.9000001,0,0,BESS-CLES,35,.68027884,.75235283,-.73416376,1.2048575,1.6559597,3.1963947,0,0,-.72298509,.016832147,.19553226,.94574785,.01760789,.026517291,.76726335,1.1864164,0,.1,.48363167,1
856,3.6666667,1,4.1999998,MidSub,4.125,2,4.6999998,0,2,BEMACS,0,.3230769,1.311723,-1.0265762,.91871619,1.2613475,-.33912086,.5,.25,.23190089,.083002768,.96420974,.63837707,.027124869,.036034267,1.0426313,.80082762,0,.1,.62131566,1
834,2.7833333,1,2.7,HighSub,1.75,2.3,4.0999999,0,0,CLEAM,0,-2.0433886,-2.9394901,-.58795774,-1.2273397,.077512793,-.33912086,0,0,-.72298509,-.18311585,-2.1271832,-1.6801677,-.10535508,-.09644568,-2.7905953,-2.1077271,0,.1,-1.2952976,0
1056,3.5333333,1,3.2,NoSub,3.25,2.5,3.9000001,0,1,IM,0,-.034125689,-.25451341,-.29554534,-.51198763,-.31709847,-.33912086,.25,.125,-.24554211,-.030202698,-.35085258,-.34791964,-.01611056,-.0072011603,-.20835949,-.43645623,0,.1,-.0041797459,0
817,4.0500002,1,3.4000001,NoSub,4.125,2.5999999,4.8000002,0,1,GIO,0,1.3500338,1.311723,-.1493393,-.22584672,1.458654,-.33912086,.25,.125,-.24554211,.078352161,.91018546,.59785891,.034640234,.043549635,1.2600839,.74999863,0,.1,.73004198,1
734,4.3000002,1,3.9000001,HighSub,4.8125,2,4.8000002,0,0,DES-ESS,0,2.019788,2.5423374,-1.0265762,.48950535,1.458654,-.33912086,0,0,-.72298509,.098308295,1.1420078,.77172565,.06059042,.06949982,2.0109367,.96810997,0,.1,1.1054684,1
815,3.6666667,1,4.3000002,HighSub,4.5625,2.2,4.5,0,2,M,0,.3230769,2.0948412,-.73416376,1.0617871,.86673623,-.33912086,.5,.25,.23190089,.099616811,1.1572083,.783126,.056310378,.065219775,1.8870962,.98241144,0,.1,1.0435481,1
919,3.2333333,1,4.3000002,MidSub,3.375,3.5,4,0,0,MM,5,-.83783072,-.030765358,1.1665164,1.0617871,-.11979283,.16595277,0,0,-.72298509,-.071767777,-.83369738,-.58378482,.026523424,.035432823,1.0252289,-.73234302,0,.1,.61261445,1
913,3.75,1,4,HighSub,2.875,2.9000001,4.3000002,1,3,BESS-CLES,1,.54632813,-.92575759,.28927949,.63257563,.47212499,-.23810615,.75,.875,2.6191158,.17079782,1.9840895,1.4285406,-.018059291,-.0091498923,-.26474488,1.7920674,0,.1,-.032372437,0
956,3.7,1,4.5,NoSub,3.75,3.2,4,0,2,CLEAM,0,.41237739,.64047885,.72789794,1.3479277,-.11979283,-.33912086,.5,.25,.23190089,.042452,.49314779,.28508061,.040668536,.049577937,1.4345092,.35762629,0,.1,.8172546,1
831,2.8499999,1,2.5,NoSub,1.875,2.4000001,3.9000001,0,0,BIEM,0,-1.8647877,-2.7157421,-.44175136,-1.5134807,-.31709847,-.33912086,0,0,-.72298509,-.17878379,-2.0768592,-1.6424246,-.09813492,-.089225523,-2.5816846,-2.0603793,0,.1,-1.1908423,0
858,3.6166666,1,3.5,NoSub,2.9375,2.7,2.9000001,0,2,BIEM,0,.18912554,-.8138836,-.0031329209,-.08277645,-2.2901566,-.33912086,.5,.25,.23190089,-.041721135,-.48465762,-.44827342,-.024661912,-.015752511,-.45578763,-.56234747,0,.1,-.12789381,0
1048,4.0333333,1,3.0999999,HighSub,3.9375,2.2,3.5999999,1,4,CLEAM,10,1.305383,.97610092,-.73416376,-.65505826,-.90901625,.67102641,1,1,3.0965588,.25453207,2.9567964,2.3853538,.011666041,.02057544,.59533954,2.9923649,0,.1,.39766976,1
1050,3.8333333,1,3.8,NoSub,3.25,3.2,4.5999999,0,0,PPA,0,.76957935,-.25451341,.72789794,.34643474,1.0640419,-.33912086,0,0,-.72298509,-.020584276,-.23911925,-.26411965,.007463709,.016373109,.47374764,-.33133131,0,.1,.33687383,1
1049,3.8833334,1,3.5999999,HighSub,3.5,2.4000001,4,0,1,CLEAM,0,.90353072,.1929827,-.44175136,.060293835,-.11979283,-.33912086,.25,.125,-.24554211,.0085765682,.099630535,-.010057315,-.0015653996,.0073440005,.21249589,-.012616641,0,.1,.20624796,1
872,2.9833333,1,4.0999999,HighSub,2.8125,1.9,4.3000002,0,1,BESS-CLES,0,-1.507585,-1.0376316,-1.1727824,.77564591,.47212499,-.33912086,.25,.125,-.24554211,-.075324014,-.8750087,-.74103677,-.045800034,-.036890633,-1.0674063,-.92961156,0,.1,-.43370315,0
1004,3.8166666,1,3.0999999,HighSub,3.875,3,4.4000001,0,0,FIN,12,.72492909,.86422688,.43548551,-.65505826,.66943061,.87305588,0,0,-.72298509,.0048851953,.05674934,.26082596,.028680915,.037590314,1.0876546,.32719946,0,.1,.64382732,1
930,3.4666667,1,3.8,NoSub,3.9375,3.4000001,4.5999999,0,2,CLEACC,0,-.21272667,.97610092,1.0203104,.34643474,1.0640419,-.33912086,.5,.25,.23190089,.057083625,.66311747,.4125579,.048906289,.05781569,1.6728635,.51754326,0,.1,.93643177,1
958,4.0166669,1,3.3,NoSub,3.75,2.7,3.7,0,2,CLMG,0,1.2607334,.64047885,-.0031329209,-.36891735,-.71171016,-.33912086,.5,.25,.23190089,.052833974,.61375099,.37553304,.016380619,.02529002,.73175305,.47109655,0,.1,.46587652,1
924,3.2333333,1,3.7,NoSub,2.8125,2.4000001,4.0999999,0,2,BESS-CLES,2,-.83783072,-1.0376316,-.44175136,.20336446,.077512793,-.13709141,.5,.25,.23190089,-.033595249,-.39026248,-.32696971,-.036962207,-.028052805,-.81168914,-.41017509,0,.1,-.30584458,0
934,3.2166667,1,2.8,NoSub,3.4375,2.9000001,4.1999998,0,1,CLEACC,2,-.88248098,.081108674,.28927949,-1.0842694,.27481842,-.13709141,.25,.125,-.24554211,-.030667637,-.35625359,-.30146304,.00010422292,.009013623,.2608054,-.37817761,0,.1,.23040271,1
729,3.3333333,1,3.8,NoSub,3.5625,2.5,3.5999999,0,2,AFC,2,-.56992924,.30485675,-.29554534,.34643474,-.90901625,-.13709141,.5,.25,.23190089,-.0038717405,-.044976458,-.068005197,.0062116059,.015121005,.43751881,-.085310765,0,.1,.31875941,1
1033,3.2833333,1,3.7,HighSub,2.9375,2.7,3.5,0,0,BIEM,3,-.70388001,-.8138836,-.0031329209,.20336446,-1.1063219,-.036076687,0,0,-.72298509,-.10803694,-1.2550216,-.95028538,-.022730649,-.013821249,-.39990774,-1.1921085,0,.1,-.099953867,0
765,3.95,1,4.5,HighSub,3.3125,2.2,4.5,0,3,CLEF,0,1.0821317,-.14263938,-.73416376,1.3479277,.86673623,-.33912086,.75,.375,.70934391,.083880961,.97441131,.64602828,-.0078718886,.0010375114,.030021463,.81042588,0,.1,.11501073,1
957,3.7166667,1,4.1999998,MidSub,3.5,3.5,4.1999998,1,3,CLEAM,0,.45702764,.1929827,1.1665164,.91871619,.27481842,-.33912086,.75,.875,2.6191158,.19846852,2.3055289,1.6443665,.032169141,.041078541,1.1885843,2.0628154,0,.1,.69429219,1
853,3.55,1,2.9000001,NoSub,2.9375,2,4.0999999,0,1,BAI,0,.010524554,-.8138836,-1.0265762,-.94119883,.077512793,-.33912086,.25,.125,-.24554211,-.03914379,-.45471764,-.42581844,-.04823618,-.03932678,-1.1378947,-.53417826,0,.1,-.46894738,0
733,3.2333333,1,3.2,NoSub,3.125,4.4000001,4.0999999,0,0,MM,0,-.83783072,-.47826147,2.482372,-.51198763,.077512793,-.33912086,0,0,-.72298509,-.081727639,-.94939709,-.79682803,.025539402,.034448802,.99675685,-.99960029,0,.1,.59837842,1
975,3.4333334,2,4.0999999,NoSub,3.25,3,3.9000001,0,0,BIEM,0,-.30202717,-.25451341,.43548551,.77564591,-.31709847,-.33912086,0,0,-.72298509,-.068902709,-.80041504,-.6850915,.0052804616,.010820761,.31309384,-.85942966,0,.1,.25654691,1
806,3.1500001,2,4.1999998,HighSub,2.75,2.0999999,4.3000002,0,1,AFC,0,-1.061082,-1.1495057,-.88037014,.91871619,.47212499,-.33912086,.25,.125,-.24554211,-.068013638,-.79008704,-.67734551,-.043059945,-.037519645,-1.0856065,-.84971249,0,.1,-.44280323,0
981,3.3666666,2,4.0999999,HighSub,2.8125,3.0999999,3.3,1,3,BESS-CLES,2,-.48062879,-1.0376316,.58169156,.77564591,-1.5009336,-.13709141,.75,.875,2.6191158,.11044674,1.2830154,.92798865,-.015319205,-.0097789047,-.28294495,1.1641378,0,.1,-.041472472,0
1061,3.55,2,3.5,NoSub,3.875,2.3,4.8000002,0,1,BEMACS,0,.010524554,.86422688,-.58795774,-.08277645,1.458654,-.33912086,.25,.125,-.24554211,.033281285,.38661528,.20518124,.014762955,.020303255,.58746403,.25739458,0,.1,.39373201,1
781,3.8666666,2,4.3000002,NoSub,2.5625,3.0999999,4.9000001,0,2,MM,0,.85887986,-1.4851278,.58169156,1.0617871,1.6559597,-.33912086,.5,.25,.23190089,.019625811,.22798513,.086208627,-.026610646,-.021070348,-.60965598,.1081465,0,.1,-.20482799,0
936,3.6500001,2,3.8,NoSub,2.6875,2.3,4.1999998,1,4,M,1,.27842668,-1.2613797,-.58795774,.34643474,.27481842,-.23810615,1,1,3.0965588,.18357868,2.1325595,1.5398932,-.045148,-.0396077,-1.146023,1.9317564,0,.1,-.47301152,0
896,3.25,2,3.7,MidSub,3.3125,3.5,4.8000002,0,0,BIEM,3,-.79318047,-.14263938,1.1665164,.20336446,1.458654,-.036076687,0,0,-.72298509,-.047909074,-.55654043,-.4264245,.017423961,.022964261,.66445863,-.53493857,0,.1,.43222931,1
902,3.5666666,2,3.4000001,NoSub,3.8125,2.2,3.7,0,1,BIEM,0,.055174798,.75235283,-.73416376,-.22584672,-.71171016,-.33912086,.25,.125,-.24554211,-.0048540984,-.056388114,-.12707131,.0079515819,.013491882,.3903811,-.15940768,0,.1,.29519054,1
1065,3.7666667,2,2.7,NoSub,3.0625,2.3,4.3000002,0,1,CLEACC,2,.59097838,-.59013551,-.58795774,-1.2273397,.47212499,-.13709141,.25,.125,-.24554211,-.012205865,-.14179063,-.14061582,-.035935882,-.030395582,-.87947601,-.17639893,0,.1,-.33973801,0
762,3.8166666,2,5,MidSub,3.1875,2.5999999,4,0,0,M,4,.72492909,-.36638746,-.1493393,2.0632799,-.11979283,.064938039,0,0,-.72298509,-.04452863,-.51727116,-.37171885,.00050518592,.0060454858,.17492415,-.46631172,0,.1,.18746208,1
953,3.6500001,2,2,HighSub,3.6875,3.5,3.7,0,2,CLEAM,4,.27842668,.52860481,1.1665164,-2.2288327,-.71171016,.064938039,.5,.25,.23190089,.026172973,.30404088,.24426517,.020842293,.026382593,.76336598,.30642438,0,.1,.48168299,1
779,2.6333334,2,4.3000002,HighSub,2.125,2.4000001,4.5,0,0,M,2,-2.4452407,-2.2682459,-.44175136,1.0617871,.86673623,-.13709141,0,0,-.72298509,-.15978485,-1.8561562,-1.4263901,-.067530856,-.061990555,-1.7936573,-1.7893696,0,.1,-.79682863,0
880,4.0166669,2,2.2,NoSub,4.1875,1.8,4.0999999,0,1,CLEAM,4,1.2607334,1.4235971,-1.3189886,-1.9426918,.077512793,.064938039,.25,.125,-.24554211,.056694701,.6585995,.51018411,.0060377922,.011578092,.33500677,.64001286,0,.1,.26750338,1
955,3.55,2,3.2,MidSub,4.3125,2.5,4.3000002,0,0,BIG,2,.010524554,1.6473451,-.29554534,-.51198763,.47212499,-.13709141,0,0,-.72298509,.0077764029,.090335332,.033478647,.040085934,.045626234,1.3201691,.041998103,0,.1,.76008457,1
775,3.9000001,2,3.0999999,NoSub,3.25,3.5,4.0999999,0,0,CLMG,5,.94818097,-.25451341,1.1665164,-.65505826,.077512793,.16595277,0,0,-.72298509,-.032652076,-.37930602,-.24299133,.0083244992,.013864799,.40117124,-.30482638,0,.1,.30058563,1
857,4,2,4.8000002,HighSub,4.4375,3.7,4.1999998,0,0,CLEACC,0,1.2160825,1.8710932,1.4589288,1.7771393,.27481842,-.33912086,0,0,-.72298509,.039788242,.46220398,.26187277,.092628211,.098168515,2.8404479,.32851264,0,.1,1.520224,1
791,3.75,2,3.0999999,MidSub,4,2.5,4.3000002,1,3,DSBA,0,.54632813,1.0879749,-.29554534,-.65505826,.47212499,-.33912086,.75,.875,2.6191158,.23029999,2.6753023,1.9216964,.022591921,.028132221,.81399041,2.4107187,0,.1,.5069952,1
855,3.1666667,2,4.3000002,MidSub,3.375,1.7,3.4000001,1,0,BIEM,0,-1.0164317,-.030765358,-1.4651946,1.0617871,-1.3036275,-.33912086,0,.5,1.1867869,.033730276,.39183101,.20909303,-.019197818,-.013657517,-.39517024,.26230183,0,.1,-.097585119,0
854,4.0500002,2,3.5,MidSub,4.125,2.4000001,3.9000001,0,1,BIEF,0,1.3500338,1.311723,-.44175136,-.08277645,-.31709847,-.33912086,.25,.125,-.24554211,.048986543,.56905693,.34201247,.030525733,.036066033,1.0435504,.42904583,0,.1,.62177521,1
1069,3.55,2,4,NoSub,3.4375,1.9,4.0999999,0,2,MM,0,.010524554,.081108674,-1.1727824,.63257563,.077512793,-.33912086,.5,.25,.23190089,.019632008,.22805712,.086262621,-.013708901,-.0081686005,-.23635179,.10821424,0,.1,-.018175893,0
867,3.8833334,2,4,NoSub,3.25,2,4.1999998,0,0,BIG,0,.90353072,-.25451341,-1.0265762,.63257563,.27481842,-.33912086,0,0,-.72298509,-.030450836,-.35373509,-.35008153,-.021085858,-.015545558,-.44979957,-.43916827,0,.1,-.12489978,0
833,2.7,2,3.3,NoSub,3.375,3.0999999,3.0999999,0,1,CLEF,0,-2.2666399,-.030765358,.58169156,-.36891735,-1.8955454,-.33912086,.25,.125,-.24554211,-.10277438,-1.1938885,-.9801966,.0067068343,.012247134,.35436508,-1.2296314,0,.1,.27718255,1
925,3.6833334,2,3,HighSub,3.4375,2.3,3.9000001,0,1,BIEM,0,.36772716,.081108674,-.58795774,-.79812855,-.31709847,-.33912086,.25,.125,-.24554211,-.010731217,-.12466022,-.17827538,-.013204933,-.007664633,-.22176979,-.22364187,0,.1,-.010884896,0
954,3.7666667,2,4.1999998,MidSub,3.75,2.7,3.9000001,1,3,CLEAM,0,.59097838,.64047885,-.0031329209,.91871619,-.31709847,-.33912086,.75,.875,2.6191158,.2050875,2.3824189,1.702034,.025071297,.030611597,.88572961,2.1351578,0,.1,.5428648,1
1052,3.4166667,2,4.0999999,MidSub,3.4375,2,4.9000001,0,2,DES-ESS,4,-.34667739,.081108674,-1.0265762,.77564591,1.6559597,.064938039,.5,.25,.23190089,.037241951,.43262473,.34070307,-.010203199,-.0046628998,-.13491647,.42740324,0,.1,.032541767,1
1051,3.2166667,2,2.5999999,HighSub,2.625,3.5,3.5999999,0,1,MM,0,-.88248098,-1.3732537,1.1665164,-1.3704103,-.90901625,-.33912086,.25,.125,-.24554211,-.093218498,-1.0828817,-.89694148,-.029560417,-.024020117,-.69500577,-1.12519,0,.1,-.24750289,0
819,3.4666667,2,4.0999999,MidSub,2.9375,2.7,4,0,3,GIO,4,-.21272667,-.8138836,-.0031329209,.77564591,-.11979283,.064938039,.75,.375,.70934391,.01694612,.19685625,.1638767,-.018868126,-.013327827,-.38563085,.2055791,0,.1,-.092815422,0
887,4.1166668,2,2.4000001,NoSub,4.625,3.3,3.5999999,1,4,BIEM,20,1.5286348,2.2067153,.87410396,-1.6565509,-.90901625,1.6811737,1,1,3.0965588,.29620254,3.4408655,3.0009425,.069209822,.074750125,2.1628511,3.764605,0,.1,1.1814256,1
861,3.5666666,2,4.0999999,HighSub,4.125,2.5,4.0999999,0,0,BEMACS,0,.055174798,1.311723,-.29554534,.77564591,.077512793,-.33912086,0,0,-.72298509,-.0076047229,-.088341005,-.15103596,.038859583,.044399884,1.2846854,-.18947072,0,.1,.74234271,1
1073,3.5999999,2,3.0999999,NoSub,2.875,1.8,3.0999999,0,0,PPA,0,.1444753,-.92575759,-1.3189886,-.65505826,-1.8955454,-.33912086,0,0,-.72298509,-.1042235,-1.2107223,-.99282193,-.054690734,-.049150433,-1.4221362,-1.2454696,0,.1,-.61106807,0
1062,4.0333333,2,4.8000002,NoSub,2.9375,3.9000001,4.5999999,0,0,BIEF,0,1.305383,-.8138836,1.7513412,1.7771393,1.0640419,-.33912086,0,0,-.72298509,-.024373392,-.28313589,-.29713213,.018372124,.023912422,.6918931,-.37274462,0,.1,.44594654,1
894,3.9166667,2,3.5999999,NoSub,3.9375,2.5999999,3.7,1,1,BIG,0,.99283123,.97610092,-.1493393,.060293835,-.71171016,-.33912086,.25,.625,1.6642299,.15337253,1.7816669,1.25147,.026654467,.032194767,.93153769,1.5699369,0,.1,.56576884,1
962,3.4166667,2,4.1999998,MidSub,3.375,3.0999999,4.0999999,0,1,BIEM,2,-.34667739,-.030765358,.58169156,.91871619,.077512793,-.13709141,.25,.125,-.24554211,-.024496889,-.28457049,-.24770072,.01539751,.020937812,.60582453,-.31073418,0,.1,.40291226,1
773,3.3166666,2,4.1999998,HighSub,3.375,2.2,4,1,3,EMIT,0,-.6145795,-.030765358,-.73416376,.91871619,-.11979283,-.33912086,.75,.875,2.6191158,.15985295,1.8569473,1.3079302,-.0074631069,-.0019228068,-.055633545,1.6407648,0,.1,.072183229,1
909,3.45,2,3.2,NoSub,3.5625,3.3,4,0,2,CLMG,4,-.25737691,.30485675,.87410396,-.51198763,-.11979283,.064938039,.5,.25,.23190089,.016610892,.19296204,.16095604,.020738373,.026278673,.76035911,.20191522,0,.1,.48017955,1
852,3.2,2,4.5,NoSub,2.625,1.6,4.5,0,0,CLMG,4,-.92713124,-1.3732537,-1.6114008,1.3479277,.86673623,.064938039,0,0,-.72298509,-.097244874,-1.1296545,-.83100641,-.05947474,-.053934444,-1.5605587,-1.0424762,0,.1,-.68027931,0
881,3.4833333,2,2.5999999,HighSub,3.4375,2.7,4.0999999,0,4,BIEM,0,-.16807643,.081108674,-.0031329209,-1.3704103,.077512793,-.33912086,1,.5,1.1867869,.080046363,.92986637,.61261958,-.0069071786,-.0013668787,-.039548103,.76851553,0,.1,.080225952,1
795,2.5,2,5,HighSub,2.6875,4.0999999,4.8000002,0,0,CLMG,4,-2.8024435,-1.2613797,2.0437534,2.0632799,1.458654,.064938039,0,0,-.72298509,-.12873808,-1.4954984,-1.1053894,.012160813,.017701114,.51217264,-1.3866825,0,.1,.35608631,1
