participant_id,agreeable,allowance_level,extraversion,group_experiment,honesty_humility,neuroticism,openness,religious_affiliation,religious_service,study_program,twt_sospeso,z_agreeable,z_openness,z_hh,z_extraversion,z_neuroticism,rs_01,religious_composite,z_religious,weighted_prosocial,z_weighted_prosocial,z_obs_pb,anchored_pb,income_high,level_intercept,direct_effect,z_direct_effect,z_anchored_pb,prosocial_effect,di_i,disclose
808,3.3166666,1,4.0999999,HighSub,3.5625,2.3,3.5,0,2,DES-ESS,5,-.6145795,-1.1063219,.30485675,.77564591,-.58795774,.5,.25,.23190089,-.0081961891,-.095211834,.16595277,-.029920682,0,.0089093996,.012937758,.37434787,-.037534725,0,.93717396,Y
964,3.4166667,1,3.9000001,MidSub,3.5625,3,4.3000002,0,0,CLEACC,0,-.34667739,.47212499,.30485675,.48950535,.43548551,0,0,-.72298509,-.040384542,-.46913096,-.33912086,-.43662843,0,.0089093996,.028786983,.83293557,-.54773915,0,1.1664678,Y
729,3.3333333,1,3.8,NoSub,3.5625,2.5,3.5999999,0,2,AFC,2,-.56992924,-.90901625,.30485675,.34643474,-.29554534,.5,.25,.23190089,-.0038717405,-.044976458,-.13709141,-.068005197,0,.0089093996,.015121005,.43751881,-.085310765,0,.96875942,Y
904,3.0666666,1,4.1999998,HighSub,3.3125,1.7,4.1999998,0,0,CLEF,0,-1.2843338,.27481842,-.14263938,.91871619,-1.4651946,0,0,-.72298509,-.079163827,-.91961432,-.33912086,-.77449095,0,.0089093996,-.014559728,-.42127517,-.97157896,0,.53936243,Y
915,3.8,1,4.4000001,HighSub,3.8125,2.2,4.9000001,0,0,BESS-CLES,35,.68027884,1.6559597,.75235283,1.2048575,-.73416376,0,0,-.72298509,.016832147,.19553226,3.1963947,.94574785,0,.0089093996,.026517291,.76726335,1.1864164,0,1.1336317,Y
913,3.75,1,4,HighSub,2.875,2.9000001,4.3000002,1,3,BESS-CLES,1,.54632813,.47212499,-.92575759,.63257563,.28927949,.75,.875,2.6191158,.17079782,1.9840895,-.23810615,1.4285406,0,.0089093996,-.0091498923,-.26474488,1.7920674,0,.61762756,Y
818,3.3666666,1,4,MidSub,4.125,2.3,4.9000001,0,0,AFC,0,-.48062879,1.6559597,1.311723,.63257563,-.58795774,0,0,-.72298509,.005758788,.066897511,-.33912086,-.034607083,0,.0089093996,.041723214,1.2072375,-.043413691,0,1.3536187,Y
734,4.3000002,1,3.9000001,HighSub,4.8125,2,4.8000002,0,0,DES-ESS,0,2.019788,1.458654,2.5423374,.48950535,-1.0265762,0,0,-.72298509,.098308295,1.1420078,-.33912086,.77172565,0,.0089093996,.06949982,2.0109367,.96810997,0,1.7554684,Y
738,3.8833334,1,3.4000001,MidSub,3.8125,3.5999999,4.1999998,0,0,PPA,6,.90353072,.27481842,.75235283,-.22584672,1.3127224,0,0,-.72298509,-.00069975085,-.0081287296,.26696751,.060645331,0,.0089093996,.052421946,1.5167989,.076078013,0,1.5083995,Y
938,3.4333334,1,3.9000001,HighSub,3.0625,2,4.8000002,0,2,CLEAM,15,-.30202717,1.458654,-.59013551,.48950535,-1.0265762,.5,.25,.23190089,.015206653,.17664956,1.1761,.42651218,0,.0089093996,-.023059117,-.66719979,.53504854,0,.4164001,Y
853,3.55,1,2.9000001,NoSub,2.9375,2,4.0999999,0,1,BAI,0,.010524554,.077512793,-.8138836,-.94119883,-1.0265762,.25,.125,-.24554211,-.03914379,-.45471764,-.33912086,-.42581844,0,.0089093996,-.03932678,-1.1378947,-.53417826,0,.18105263,Y
1056,3.5333333,1,3.2,NoSub,3.25,2.5,3.9000001,0,1,IM,0,-.034125689,-.31709847,-.25451341,-.51198763,-.29554534,.25,.125,-.24554211,-.030202698,-.35085258,-.33912086,-.34791964,0,.0089093996,-.0072011603,-.20835949,-.43645623,0,.64582026,Y
834,2.7833333,1,2.7,HighSub,1.75,2.3,4.0999999,0,0,CLEAM,0,-2.0433886,.077512793,-2.9394901,-1.2273397,-.58795774,0,0,-.72298509,-.18311585,-2.1271832,-.33912086,-1.6801677,0,.0089093996,-.09644568,-2.7905953,-2.1077271,0,-.64529765,N
1005,3.7,1,4.4000001,MidSub,3.1875,3.4000001,4.6999998,0,0,FIN,0,.41237739,1.2613475,-.36638746,1.2048575,1.0203104,0,0,-.72298509,-.029119942,-.33827466,-.33912086,-.33848619,0,.0089093996,.023941359,.69273037,-.42462221,0,1.0963652,Y
961,3.5833333,1,4.1999998,MidSub,3.625,2.0999999,4.3000002,0,2,CLEF,0,.099825047,.47212499,.41673076,.91871619,-.88037014,.5,.25,.23190089,.038197946,.44373015,-.33912086,.2480174,0,.0089093996,.012128925,.35094476,.31113145,0,.92547238,Y
815,3.6666667,1,4.3000002,HighSub,4.5625,2.2,4.5,0,2,M,0,.3230769,.86673623,2.0948412,1.0617871,-.73416376,.5,.25,.23190089,.099616811,1.1572083,-.33912086,.783126,0,.0089093996,.065219775,1.8870962,.98241144,0,1.6935481,Y
817,4.0500002,1,3.4000001,NoSub,4.125,2.5999999,4.8000002,0,1,GIO,0,1.3500338,1.458654,1.311723,-.22584672,-.1493393,.25,.125,-.24554211,.078352161,.91018546,-.33912086,.59785891,0,.0089093996,.043549635,1.2600839,.74999863,0,1.380042,Y
1049,3.8833334,1,3.5999999,HighSub,3.5,2.4000001,4,0,1,CLEAM,0,.90353072,-.11979283,.1929827,.060293835,-.44175136,.25,.125,-.24554211,.0085765682,.099630535,-.33912086,-.010057315,0,.0089093996,.007344,.21249588,-.012616641,0,.85624796,Y
747,3.9000001,1,3.7,NoSub,3.75,3,4.4000001,0,0,CYBER,0,.94818097,.66943061,.64047885,.20336446,.43548551,0,0,-.72298509,.0035818806,.041609257,-.33912086,-.053573273,0,.0089093996,.03677275,1.0639988,-.067206293,0,1.2819993,Y
732,3.5,1,3.0999999,HighSub,3.375,2.8,2.9000001,0,0,FIN,0,-.12342618,-2.2901566,-.030765358,-.65505826,.14307311,0,0,-.72298509,-.090673402,-1.0533164,-.33912086,-.87476748,0,.0089093996,.0060647656,.175482,-1.0973732,0,.83774102,Y
1004,3.8166666,1,3.0999999,HighSub,3.875,3,4.4000001,0,0,FIN,12,.72492909,.66943061,.86422688,-.65505826,.43548551,0,0,-.72298509,.0048851953,.05674934,.87305588,.26082596,0,.0089093996,.037590314,1.0876546,.32719946,0,1.2938273,Y
765,3.95,1,4.5,HighSub,3.3125,2.2,4.5,0,3,CLEF,0,1.0821317,.86673623,-.14263938,1.3479277,-.73416376,.75,.375,.70934391,.083880961,.97441131,-.33912086,.64602828,0,.0089093996,.001037511,.030021451,.81042588,0,.76501071,Y
956,3.7,1,4.5,NoSub,3.75,3.2,4,0,2,CLEAM,0,.41237739,-.11979283,.64047885,1.3479277,.72789794,.5,.25,.23190089,.042452,.49314779,-.33912086,.28508061,0,.0089093996,.049577937,1.4345092,.35762629,0,1.4672546,Y
718,3.4333334,1,4.6999998,HighSub,4.125,1.8,4.9000001,0,0,PPA,0,-.30202717,1.6559597,1.311723,1.6340683,-1.3189886,0,0,-.72298509,.01000522,.1162266,-.33912086,.0023897327,0,.0089093996,.035782281,1.0353402,.0029978608,0,1.2676702,Y
1006,3.6666667,1,3,HighSub,3.5,4.4000001,4.0999999,0,2,BIG,0,.3230769,.077512793,.1929827,-.79812855,2.482372,.5,.25,.23190089,.030368928,.35278359,-.33912086,.17980748,0,.0089093996,.052351598,1.5147634,.22556387,0,1.5073817,Y
858,3.6166666,1,3.5,NoSub,2.9375,2.7,2.9000001,0,2,BIEM,0,.18912554,-2.2901566,-.8138836,-.08277645,-.0031329209,.5,.25,.23190089,-.041721135,-.48465762,-.33912086,-.44827342,0,.0089093996,-.015752511,-.45578763,-.56234747,0,.52210617,Y
958,4.0166669,1,3.3,NoSub,3.75,2.7,3.7,0,2,CLMG,0,1.2607334,-.71171016,.64047885,-.36891735,-.0031329209,.5,.25,.23190089,.052833974,.61375099,-.33912086,.37553304,0,.0089093996,.02529002,.73175305,.47109655,0,1.1158766,Y
1040,3.8666666,1,3,MidSub,3.25,2.8,4.6999998,0,1,CLEAM,5,.85887986,1.2613475,-.25451341,-.79812855,.14307311,.25,.125,-.24554211,.017132163,.19901744,.16595277,.19075127,0,.0089093996,-.0015122168,-.043753371,.23929256,0,.72812331,Y
739,3.8499999,1,3.5,MidSub,3.875,3.8,3.7,0,0,MM,13,.81422961,-.71171016,.86422688,-.08277645,1.6051348,0,0,-.72298509,-.015831521,-.1839084,.97407055,.10558634,0,.0089093996,.06177339,1.7873771,.13245535,0,1.6436886,Y
1048,4.0333333,1,3.0999999,HighSub,3.9375,2.2,3.5999999,1,4,CLEAM,10,1.305383,-.90901625,.97610092,-.65505826,-.73416376,1,1,3.0965588,.25453207,2.9567964,.67102641,2.3853538,0,.0089093996,.02057544,.59533954,2.9923649,0,1.0476698,Y
856,3.6666667,1,4.1999998,MidSub,4.125,2,4.6999998,0,2,BEMACS,0,.3230769,1.2613475,1.311723,.91871619,-1.0265762,.5,.25,.23190089,.083002768,.96420974,-.33912086,.63837707,0,.0089093996,.036034267,1.0426313,.80082762,0,1.2713156,Y
957,3.7166667,1,4.1999998,MidSub,3.5,3.5,4.1999998,1,3,CLEAM,0,.45702764,.27481842,.1929827,.91871619,1.1665164,.75,.875,2.6191158,.19846852,2.3055289,-.33912086,1.6443665,0,.0089093996,.041078541,1.1885843,2.0628154,0,1.3442922,Y
930,3.4666667,1,3.8,NoSub,3.9375,3.4000001,4.5999999,0,2,CLEACC,0,-.21272667,1.0640419,.97610092,.34643474,1.0203104,.5,.25,.23190089,.057083625,.66311747,-.33912086,.4125579,0,.0089093996,.057815686,1.6728634,.51754326,0,1.5864317,Y
942,3.1333334,1,3.5,HighSub,3,1.9,4,0,0,CLEF,0,-1.1057322,-.11979283,-.70200956,-.08277645,-1.1727824,0,0,-.72298509,-.097971462,-1.138095,-.33912086,-.93835151,0,.0089093996,-.032767389,-.94810277,-1.1771379,0,.27594861,Y
754,4.4666667,1,1.6,HighSub,4.5625,4,4.9000001,0,0,ACME,6,2.4662905,1.6559597,2.0948412,-2.8011143,1.8975472,0,0,-.72298509,.098964475,1.1496304,.26696751,.92896467,0,.0089093996,.084868982,2.4556341,1.1653622,0,1.9778171,Y
1033,3.2833333,1,3.7,HighSub,2.9375,2.7,3.5,0,0,BIEM,3,-.70388001,-1.1063219,-.8138836,.20336446,-.0031329209,0,0,-.72298509,-.10803694,-1.2550216,-.036076687,-.95028538,0,.0089093996,-.013821249,-.39990774,-1.1921085,0,.55004615,Y
918,3.7166667,1,3.3,MidSub,4.3125,3.3,3.9000001,0,2,BEMACS,0,.45702764,-.31709847,1.6473451,-.36891735,.87410396,.5,.25,.23190089,.070001841,.81318319,-.33912086,.52510715,0,.0089093996,.070281513,2.0335546,.65873343,0,1.7667773,Y
848,3.1166666,1,4,NoSub,2.6875,2.8,3.5999999,0,0,AFC,0,-1.1503831,-.90901625,-1.2613797,.63257563,.14307311,0,0,-.72298509,-.12861285,-1.4940436,-.33912086,-1.205313,0,.0089093996,-.021606995,-.62518352,-1.5120341,0,.43740824,Y
882,3.8499999,1,1.6,NoSub,3.5,4.4000001,3.7,0,0,BIEF,0,.81422961,-.71171016,.1929827,-2.8011143,2.482372,0,0,-.72298509,-.035665579,-.41431266,-.33912086,-.39551473,0,.0089093996,.038832765,1.1236042,-.49616304,0,1.3118021,Y
872,2.9833333,1,4.0999999,HighSub,2.8125,1.9,4.3000002,0,1,BESS-CLES,0,-1.507585,.47212499,-1.0376316,.77564591,-1.1727824,.25,.125,-.24554211,-.075324014,-.8750087,-.33912086,-.74103677,0,.0089093996,-.036890633,-1.0674063,-.92961156,0,.21629685,Y
733,3.2333333,1,3.2,NoSub,3.125,4.4000001,4.0999999,0,0,MM,0,-.83783072,.077512793,-.47826147,-.51198763,2.482372,0,0,-.72298509,-.081727639,-.94939709,-.33912086,-.79682803,0,.0089093996,.034448802,.99675685,-.99960029,0,1.2483784,Y
736,3.5999999,1,2.4000001,HighSub,4.1875,2.0999999,3.5,0,0,PPA,0,.1444753,-1.1063219,1.4235971,-1.6565509,-.88037014,0,0,-.72298509,-.021752911,-.25269482,-.33912086,-.27430132,0,.0089093996,.02449866,.70885551,-.34410393,0,1.1044278,Y
925,3.6833334,2,3,HighSub,3.4375,2.3,3.9000001,0,1,BIEM,0,.36772716,-.31709847,.081108674,-.79812855,-.58795774,.25,.125,-.24554211,-.010731217,-.12466022,-.33912086,-.17827538,0,.0055403002,-.007664633,-.22176979,-.22364187,0,.6391151,Y
1073,3.5999999,2,3.0999999,NoSub,2.875,1.8,3.0999999,0,0,PPA,0,.1444753,-1.8955454,-.92575759,-.65505826,-1.3189886,0,0,-.72298509,-.1042235,-1.2107223,-.33912086,-.99282193,0,.0055403002,-.049150433,-1.4221362,-1.2454696,0,.038931906,Y
762,3.8166666,2,5,MidSub,3.1875,2.5999999,4,0,0,M,4,.72492909,-.11979283,-.36638746,2.0632799,-.1493393,0,0,-.72298509,-.04452863,-.51727116,.064938039,-.37171885,0,.0055403002,.0060454858,.17492415,-.46631172,0,.83746207,Y
1037,2.8666666,2,4.4000001,HighSub,2.5625,2.4000001,4,0,0,CLEF,0,-1.8201374,-.11979283,-1.4851278,1.2048575,-.44175136,0,0,-.72298509,-.1380969,-1.6042161,-.33912086,-1.2879423,0,.0055403002,-.037885197,-1.0961834,-1.6156905,0,.20190829,Y
953,3.6500001,2,2,HighSub,3.6875,3.5,3.7,0,2,CLEAM,4,.27842668,-.71171016,.52860481,-2.2288327,1.1665164,.5,.25,.23190089,.026172973,.30404088,.064938039,.24426517,0,.0055403002,.026382593,.76336598,.30642438,0,1.131683,Y
1038,3.3166666,2,2.7,MidSub,3.375,3.4000001,3.3,0,2,CLEAM,4,-.6145795,-1.5009336,-.030765358,-1.2273397,1.0203104,.5,.25,.23190089,-.024638912,-.28622031,.064938039,-.19843072,0,.0055403002,.014073563,.40721169,-.24892622,0,.95360583,Y
795,2.5,2,5,HighSub,2.6875,4.0999999,4.8000002,0,0,CLMG,4,-2.8024435,1.458654,-1.2613797,2.0632799,2.0437534,0,0,-.72298509,-.12873808,-1.4954984,.064938039,-1.1053894,0,.0055403002,.017701114,.51217264,-1.3866825,0,1.0060863,Y
912,3.9000001,2,2.3,MidSub,4,2.5999999,3.5,0,0,ACME,0,.94818097,-1.1063219,1.0879749,-1.7996216,-.1493393,0,0,-.72298509,-.012561036,-.14591651,-.33912086,-.19421759,0,.0055403002,.022947241,.66396618,-.24364097,0,1.0819831,Y
867,3.8833334,2,4,NoSub,3.25,2,4.1999998,0,0,BIG,0,.90353072,.27481842,-.25451341,.63257563,-1.0265762,0,0,-.72298509,-.030450836,-.35373509,-.33912086,-.35008153,0,.0055403002,-.015545558,-.44979957,-.43916827,0,.52510023,Y
881,3.4833333,2,2.5999999,HighSub,3.4375,2.7,4.0999999,0,4,BIEM,0,-.16807643,.077512793,.081108674,-1.3704103,-.0031329209,1,.5,1.1867869,.080046363,.92986637,-.33912086,.61261958,0,.0055403002,-.0013668786,-.039548099,.76851553,0,.73022592,Y
829,3.2333333,2,3.2,NoSub,3.875,3.5,4.0999999,0,0,BIEM,5,-.83783072,.077512793,.86422688,-.51198763,1.1665164,0,0,-.72298509,-.042059526,-.48858857,.16595277,-.32495323,0,.0055403002,.047887195,1.3855885,-.40764546,0,1.4427943,Y
1046,3.1833334,2,3.7,NoSub,3.375,4.3000002,3.8,0,1,BEMACS,0,-.97178149,-.51440454,-.030765358,.20336446,2.3361661,.25,.125,-.24554211,-.0491479,-.57093138,-.33912086,-.51297873,0,.0055403002,.046590496,1.3480693,-.64351863,0,1.4240346,Y
870,3.5833333,2,3.0999999,MidSub,3.125,2.8,3.9000001,0,2,BIEM,0,.099825047,-.31709847,-.47826147,-.65505826,.14307311,.5,.25,.23190089,-.0012988518,-.015088244,-.33912086,-.096096396,0,.0055403002,-.010527039,-.30459177,-.12055045,0,.59770411,Y
1061,3.55,2,3.5,NoSub,3.875,2.3,4.8000002,0,1,BEMACS,0,.010524554,1.458654,.86422688,-.08277645,-.58795774,.25,.125,-.24554211,.033281285,.38661528,-.33912086,.20518124,0,.0055403002,.020303255,.58746403,.25739458,0,1.043732,Y
1002,3.7833333,2,3.0999999,MidSub,3.25,2.7,3.8,0,1,CLEF,0,.63562864,-.51440454,-.25451341,-.65505826,-.0031329209,.25,.125,-.24554211,-.01754147,-.2037722,-.33912086,-.23760937,0,.0055403002,-.006455753,-.18679158,-.29807484,0,.65660423,Y
887,4.1166668,2,2.4000001,NoSub,4.625,3.3,3.5999999,1,4,BIEM,20,1.5286348,-.90901625,2.2067153,-1.6565509,.87410396,1,1,3.0965588,.29620254,3.4408655,1.6811737,3.0009425,0,.0055403002,.074750125,2.1628511,3.764605,0,1.8314255,Y
753,3.6833334,2,3,MidSub,3.9375,2.4000001,3.3,0,0,DSBA,0,.36772716,-1.5009336,.97610092,-.79812855,-.44175136,0,0,-.72298509,-.036193274,-.4204427,-.33912086,-.40011224,0,.0055403002,.02132085,.61690754,-.50193053,0,1.0584538,Y
975,3.4333334,2,4.0999999,NoSub,3.25,3,3.9000001,0,0,BIEM,0,-.30202717,-.31709847,-.25451341,.77564591,.43548551,0,0,-.72298509,-.068902709,-.80041504,-.33912086,-.6850915,0,.0055403002,.010820762,.31309387,-.85942966,0,.90654695,Y
980,2.5333333,2,3.3,MidSub,2.875,3.5,4.3000002,0,1,BESS-CLES,0,-2.7131429,.47212499,-.92575759,-.36891735,1.1665164,.25,.125,-.24554211,-.10068168,-1.1695786,-.33912086,-.96196413,0,.0055403002,-.0040379958,-.11683525,-1.2067592,0,.69158238,Y
963,3.4166667,2,2.4000001,HighSub,3.4375,1.7,2.8,0,0,BIEF,0,-.34667739,-2.4874628,.081108674,-1.6565509,-1.4651946,0,0,-.72298509,-.095938601,-1.1144801,-.33912086,-.92064035,0,.0055403002,-.028698828,-.83038145,-1.1549196,0,.33480927,Y
1069,3.55,2,4,NoSub,3.4375,1.9,4.0999999,0,2,MM,0,.010524554,.077512793,.081108674,.63257563,-1.1727824,.5,.25,.23190089,.019632008,.22805712,-.33912086,.086262621,0,.0055403002,-.0081686005,-.23635179,.10821424,0,.63182414,Y
1065,3.7666667,2,2.7,NoSub,3.0625,2.3,4.3000002,0,1,CLEACC,2,.59097838,.47212499,-.59013551,-1.2273397,-.58795774,.25,.125,-.24554211,-.012205865,-.14179063,-.13709141,-.14061582,0,.0055403002,-.030395582,-.87947601,-.17639893,0,.31026199,Y
833,2.7,2,3.3,NoSub,3.375,3.0999999,3.0999999,0,1,CLEF,0,-2.2666399,-1.8955454,-.030765358,-.36891735,.58169156,.25,.125,-.24554211,-.10277438,-1.1938885,-.33912086,-.9801966,0,.0055403002,.012247134,.35436508,-1.2296314,0,.92718256,Y
760,4.0500002,2,3.9000001,MidSub,3.5625,2.9000001,4,0,0,M,0,1.3500338,-.11979283,.30485675,.48950535,.28927949,0,0,-.72298509,-.0098320842,-.11421537,-.33912086,-.17044175,0,.0055403002,.022877816,.66195738,-.21381478,0,1.0809786,Y
997,3.4833333,2,4,NoSub,3.0625,4.0999999,3.9000001,0,1,BIEF,0,-.16807643,-.31709847,-.59013551,.63257563,2.0437534,.25,.125,-.24554211,-.04330454,-.5030514,-.33912086,-.46206877,0,.0055403002,.027878862,.80665964,-.57965338,0,1.1533298,Y
909,3.45,2,3.2,NoSub,3.5625,3.3,4,0,2,CLMG,4,-.25737691,-.11979283,.30485675,-.51198763,.87410396,.5,.25,.23190089,.016610892,.19296204,.064938039,.16095604,0,.0055403002,.026278673,.76035911,.20191522,0,1.1301795,Y
819,3.4666667,2,4.0999999,MidSub,2.9375,2.7,4,0,3,GIO,4,-.21272667,-.11979283,-.8138836,.77564591,-.0031329209,.75,.375,.70934391,.01694612,.19685625,.064938039,.1638767,0,.0055403002,-.013327826,-.38563085,.2055791,0,.55718458,Y
955,3.55,2,3.2,MidSub,4.3125,2.5,4.3000002,0,0,BIG,2,.010524554,.47212499,1.6473451,-.51198763,-.29554534,0,0,-.72298509,.0077764029,.090335332,-.13709141,.033478647,0,.0055403002,.045626234,1.3201691,.041998103,0,1.4100845,Y
781,3.8666666,2,4.3000002,NoSub,2.5625,3.0999999,4.9000001,0,2,MM,0,.85887986,1.6559597,-1.4851278,1.0617871,.58169156,.5,.25,.23190089,.019625811,.22798513,-.33912086,.086208627,0,.0055403002,-.021070346,-.60965598,.1081465,0,.44517201,Y
896,3.25,2,3.7,MidSub,3.3125,3.5,4.8000002,0,0,BIEM,3,-.79318047,1.458654,-.14263938,.20336446,1.1665164,0,0,-.72298509,-.047909074,-.55654043,-.036076687,-.4264245,0,.0055403002,.022964261,.66445863,-.53493857,0,1.0822294,Y
1026,2.7833333,2,3.9000001,HighSub,2.1875,3.2,4.1999998,0,0,BIEM,0,-2.0433886,.27481842,-2.1563721,.48950535,.72789794,0,0,-.72298509,-.15671329,-1.8204752,-.33912086,-1.4501367,0,.0055403002,-.042226858,-1.2218068,-1.8191592,0,.13909662,Y
855,3.1666667,2,4.3000002,MidSub,3.375,1.7,3.4000001,1,0,BIEM,0,-1.0164317,-1.3036275,-.030765358,1.0617871,-1.4651946,0,.5,1.1867869,.033730276,.39183101,-.33912086,.20909303,0,.0055403002,-.013657517,-.39517024,.26230183,0,.55241489,Y
864,2.9666667,2,2.5999999,HighSub,2.4375,2.2,3.5999999,0,0,BIEM,0,-1.5522352,-.90901625,-1.7088758,-1.3704103,-.73416376,0,0,-.72298509,-.15138999,-1.7586365,-.33912086,-1.4037576,0,.0055403002,-.06695804,-1.9373884,-1.7609777,0,-.21869421,N
791,3.75,2,3.0999999,MidSub,4,2.5,4.3000002,1,3,DSBA,0,.54632813,.47212499,1.0879749,-.65505826,-.29554534,.75,.875,2.6191158,.23029999,2.6753023,-.33912086,1.9216964,0,.0055403002,.028132221,.81399041,2.4107187,0,1.1569952,Y
779,2.6333334,2,4.3000002,HighSub,2.125,2.4000001,4.5,0,0,M,2,-2.4452407,.86673623,-2.2682459,1.0617871,-.44175136,0,0,-.72298509,-.15978485,-1.8561562,-.13709141,-1.4263901,0,.0055403002,-.061990555,-1.7936573,-1.7893696,0,-.14682865,N
839,2.9833333,2,3.3,MidSub,2,3.0999999,2.8,0,1,BIEF,0,-1.507585,-2.4874628,-2.4919941,-.36891735,.58169156,.25,.125,-.24554211,-.16724052,-1.9427657,-.33912086,-1.5418545,0,.0055403002,-.060477745,-1.7498851,-1.9342169,0,-.12494254,N
852,3.2,2,4.5,NoSub,2.625,1.6,4.5,0,0,CLMG,4,-.92713124,.86673623,-1.3732537,1.3479277,-1.6114008,0,0,-.72298509,-.097244874,-1.1296545,.064938039,-.83100641,0,.0055403002,-.05393444,-1.5605586,-1.0424762,0,-.030279279,N
1052,3.4166667,2,4.0999999,MidSub,3.4375,2,4.9000001,0,2,DES-ESS,4,-.34667739,1.6559597,.081108674,.77564591,-1.0265762,.5,.25,.23190089,.037241951,.43262473,.064938039,.34070307,0,.0055403002,-.0046628993,-.13491645,.42740324,0,.68254179,Y
